"Ano	Estado	Mês	Número	Período"
"2000	Espírito Santo	Agosto	26	01/01/2000"
"2001	Espírito Santo	Agosto	30	01/01/2001"
"2002	Espírito Santo	Agosto	60	01/01/2002"
"2003	Espírito Santo	Agosto	118	01/01/2003"
"2004	Espírito Santo	Agosto	12	01/01/2004"
"2005	Espírito Santo	Agosto	12	01/01/2005"
"2006	Espírito Santo	Agosto	29	01/01/2006"
"2007	Espírito Santo	Agosto	82	01/01/2007"
"2008	Espírito Santo	Agosto	13	01/01/2008"
"2009	Espírito Santo	Agosto	17	01/01/2009"
"2010	Espírito Santo	Agosto	39	01/01/2010"
"2011	Espírito Santo	Agosto	93	01/01/2011"
"2012	Espírito Santo	Agosto	12	01/01/2012"
"2013	Espírito Santo	Agosto	53	01/01/2013"
"2014	Espírito Santo	Agosto	47	01/01/2014"
"2015	Espírito Santo	Agosto	35	01/01/2015"
"2016	Espírito Santo	Agosto	78	01/01/2016"
"2017	Espírito Santo	Agosto	30	01/01/2017"
"1998	Espírito Santo	Setembro	108	01/01/1998"
"1999	Espírito Santo	Setembro	64	01/01/1999"
"2000	Espírito Santo	Setembro	14	01/01/2000"
"2001	Espírito Santo	Setembro	38	01/01/2001"
"2002	Espírito Santo	Setembro	46	01/01/2002"
"2003	Espírito Santo	Setembro	252	01/01/2003"
"2004	Espírito Santo	Setembro	47	01/01/2004"
"2005	Espírito Santo	Setembro	8	01/01/2005"
"2006	Espírito Santo	Setembro	87	01/01/2006"
"2007	Espírito Santo	Setembro	63	01/01/2007"
"2008	Espírito Santo	Setembro	78	01/01/2008"
"2009	Espírito Santo	Setembro	57	01/01/2009"
"2010	Espírito Santo	Setembro	53	01/01/2010"
"2011	Espírito Santo	Setembro	108	01/01/2011"
"2012	Espírito Santo	Setembro	48	01/01/2012"
"2013	Espírito Santo	Setembro	30	01/01/2013"
"2014	Espírito Santo	Setembro	61	01/01/2014"
"2015	Espírito Santo	Setembro	228	01/01/2015"
"2016	Espírito Santo	Setembro	128	01/01/2016"
"2017	Espírito Santo	Setembro	58	01/01/2017"
"1998	Espírito Santo	Outubro	20	01/01/1998"
"1999	Espírito Santo	Outubro	23	01/01/1999"
"2000	Espírito Santo	Outubro	88	01/01/2000"
"2001	Espírito Santo	Outubro	19	01/01/2001"
"2002	Espírito Santo	Outubro	113	01/01/2002"
"2003	Espírito Santo	Outubro	159	01/01/2003"
"2004	Espírito Santo	Outubro	48	01/01/2004"
"2005	Espírito Santo	Outubro	62	01/01/2005"
"2006	Espírito Santo	Outubro	10	01/01/2006"
"2007	Espírito Santo	Outubro	79	01/01/2007"
"2008	Espírito Santo	Outubro	100	01/01/2008"
"2009	Espírito Santo	Outubro	13	01/01/2009"
"2010	Espírito Santo	Outubro	32	01/01/2010"
"2011	Espírito Santo	Outubro	38	01/01/2011"
"2012	Espírito Santo	Outubro	62	01/01/2012"
"2013	Espírito Santo	Outubro	37	01/01/2013"
"2014	Espírito Santo	Outubro	89	01/01/2014"
"2015	Espírito Santo	Outubro	307	01/01/2015"
"2016	Espírito Santo	Outubro	58	01/01/2016"
"2017	Espírito Santo	Outubro	56	01/01/2017"
"1998	Espírito Santo	Novembro	4	01/01/1998"
"1999	Espírito Santo	Novembro	9	01/01/1999"
"2000	Espírito Santo	Novembro	3	01/01/2000"
"2001	Espírito Santo	Novembro	3	01/01/2001"
"2002	Espírito Santo	Novembro	22	01/01/2002"
"2003	Espírito Santo	Novembro	49	01/01/2003"
"2004	Espírito Santo	Novembro	42	01/01/2004"
"2005	Espírito Santo	Novembro	0	01/01/2005"
"2006	Espírito Santo	Novembro	0	01/01/2006"
"2007	Espírito Santo	Novembro	112	01/01/2007"
"2008	Espírito Santo	Novembro	3	01/01/2008"
"2009	Espírito Santo	Novembro	18	01/01/2009"
"2010	Espírito Santo	Novembro	3	01/01/2010"
"2011	Espírito Santo	Novembro	6	01/01/2011"
"2012	Espírito Santo	Novembro	7	01/01/2012"
"2013	Espírito Santo	Novembro	11	01/01/2013"
"2014	Espírito Santo	Novembro	20	01/01/2014"
"2015	Espírito Santo	Novembro	141	01/01/2015"
"2016	Espírito Santo	Novembro	8	01/01/2016"
"2017	Espírito Santo	Novembro	3	01/01/2017"
"1998	Espírito Santo	Dezembro	5	01/01/1998"
"1999	Espírito Santo	Dezembro	0	01/01/1999"
"2000	Espírito Santo	Dezembro	3	01/01/2000"
"2001	Espírito Santo	Dezembro	1	01/01/2001"
"2002	Espírito Santo	Dezembro	12	01/01/2002"
"2003	Espírito Santo	Dezembro	18	01/01/2003"
"2004	Espírito Santo	Dezembro	9	01/01/2004"
"2005	Espírito Santo	Dezembro	5	01/01/2005"
"2006	Espírito Santo	Dezembro	0	01/01/2006"
"2007	Espírito Santo	Dezembro	14	01/01/2007"
"2008	Espírito Santo	Dezembro	1	01/01/2008"
"2009	Espírito Santo	Dezembro	32	01/01/2009"
"2010	Espírito Santo	Dezembro	10	01/01/2010"
"2011	Espírito Santo	Dezembro	1	01/01/2011"
"2012	Espírito Santo	Dezembro	18	01/01/2012"
"2013	Espírito Santo	Dezembro	9	01/01/2013"
"2014	Espírito Santo	Dezembro	28	01/01/2014"
"2015	Espírito Santo	Dezembro	61	01/01/2015"
"2016	Espírito Santo	Dezembro	12	01/01/2016"
"1998	Goiás	Janeiro	0	01/01/1998"
"1999	Goiás	Janeiro	14	01/01/1999"
"2000	Goiás	Janeiro	10	01/01/2000"
"2001	Goiás	Janeiro	29	01/01/2001"
"2002	Goiás	Janeiro	12	01/01/2002"
"2003	Goiás	Janeiro	14	01/01/2003"
"2004	Goiás	Janeiro	10	01/01/2004"
"2005	Goiás	Janeiro	27	01/01/2005"
"2006	Goiás	Janeiro	85	01/01/2006"
"2007	Goiás	Janeiro	28	01/01/2007"
"2008	Goiás	Janeiro	23	01/01/2008"
"2009	Goiás	Janeiro	30	01/01/2009"
"2010	Goiás	Janeiro	59	01/01/2010"
"2011	Goiás	Janeiro	39	01/01/2011"
"2012	Goiás	Janeiro	21	01/01/2012"
"2013	Goiás	Janeiro	33	01/01/2013"
"2014	Goiás	Janeiro	80	01/01/2014"
"2015	Goiás	Janeiro	118	01/01/2015"
"2016	Goiás	Janeiro	52	01/01/2016"
"2017	Goiás	Janeiro	53	01/01/2017"
"1998	Goiás	Fevereiro	0	01/01/1998"
"1999	Goiás	Fevereiro	334	01/01/1999"
"2000	Goiás	Fevereiro	11	01/01/2000"
"2001	Goiás	Fevereiro	9	01/01/2001"
"2002	Goiás	Fevereiro	9	01/01/2002"
"2003	Goiás	Fevereiro	47	01/01/2003"
"2004	Goiás	Fevereiro	11	01/01/2004"
"2005	Goiás	Fevereiro	84	01/01/2005"
"2006	Goiás	Fevereiro	21	01/01/2006"
"2007	Goiás	Fevereiro	13	01/01/2007"
"2008	Goiás	Fevereiro	25	01/01/2008"
"2009	Goiás	Fevereiro	29	01/01/2009"
"2010	Goiás	Fevereiro	86	01/01/2010"
"2011	Goiás	Fevereiro	45	01/01/2011"
"2012	Goiás	Fevereiro	37	01/01/2012"
"2013	Goiás	Fevereiro	86	01/01/2013"
"2014	Goiás	Fevereiro	44	01/01/2014"
"2015	Goiás	Fevereiro	53	01/01/2015"
"2016	Goiás	Fevereiro	117	01/01/2016"
"2017	Goiás	Fevereiro	75	01/01/2017"
"1998	Goiás	Março	0	01/01/1998"
"1999	Goiás	Março	1	01/01/1999"
"2000	Goiás	Março	4	01/01/2000"
"2001	Goiás	Março	10	01/01/2001"
"2002	Goiás	Março	48	01/01/2002"
"2003	Goiás	Março	29	01/01/2003"
"2004	Goiás	Março	36	01/01/2004"
"2005	Goiás	Março	36	01/01/2005"
"2006	Goiás	Março	29	01/01/2006"
"2007	Goiás	Março	49	01/01/2007"
"2008	Goiás	Março	20	01/01/2008"
"2009	Goiás	Março	32	01/01/2009"
"2010	Goiás	Março	65	01/01/2010"
"2011	Goiás	Março	19	01/01/2011"
"2012	Goiás	Março	57	01/01/2012"
"2013	Goiás	Março	79	01/01/2013"
"2014	Goiás	Março	80	01/01/2014"
"2015	Goiás	Março	76	01/01/2015"
"2016	Goiás	Março	136	01/01/2016"
"2017	Goiás	Março	115	01/01/2017"
"1998	Goiás	Abril	0	01/01/1998"
"1999	Goiás	Abril	25	01/01/1999"
"2000	Goiás	Abril	16	01/01/2000"
"2001	Goiás	Abril	49	01/01/2001"
"2002	Goiás	Abril	78	01/01/2002"
"2003	Goiás	Abril	87	01/01/2003"
"2004	Goiás	Abril	32	01/01/2004"
"2005	Goiás	Abril	55	01/01/2005"
"2006	Goiás	Abril	22	01/01/2006"
"2007	Goiás	Abril	17	01/01/2007"
"2008	Goiás	Abril	36	01/01/2008"
"2009	Goiás	Abril	11	01/01/2009"
"2010	Goiás	Abril	105	01/01/2010"
"2011	Goiás	Abril	71	01/01/2011"
"2012	Goiás	Abril	89	01/01/2012"
"2013	Goiás	Abril	42	01/01/2013"
"2014	Goiás	Abril	138	01/01/2014"
"2015	Goiás	Abril	89	01/01/2015"
"2016	Goiás	Abril	167	01/01/2016"
"2017	Goiás	Abril	60	01/01/2017"
"1998	Goiás	Maio	0	01/01/1998"
"1999	Goiás	Maio	99	01/01/1999"
"2000	Goiás	Maio	58	01/01/2000"
"2001	Goiás	Maio	85	01/01/2001"
"2002	Goiás	Maio	171	01/01/2002"
"2003	Goiás	Maio	57	01/01/2003"
"2004	Goiás	Maio	157	01/01/2004"
"2005	Goiás	Maio	164	01/01/2005"
"2006	Goiás	Maio	33	01/01/2006"
"2007	Goiás	Maio	94	01/01/2007"
"2008	Goiás	Maio	41	01/01/2008"
"2009	Goiás	Maio	104	01/01/2009"
"2010	Goiás	Maio	239	01/01/2010"
"2011	Goiás	Maio	136	01/01/2011"
"2012	Goiás	Maio	103	01/01/2012"
"2013	Goiás	Maio	150	01/01/2013"
"2014	Goiás	Maio	210	01/01/2014"
"2015	Goiás	Maio	129	01/01/2015"
"2016	Goiás	Maio	233	01/01/2016"
"2017	Goiás	Maio	135	01/01/2017"
"1998	Goiás	Junho	172	01/01/1998"
"1999	Goiás	Junho	250	01/01/1999"
"2000	Goiás	Junho	222	01/01/2000"
"2001	Goiás	Junho	212	01/01/2001"
"2002	Goiás	Junho	302	01/01/2002"
"2003	Goiás	Junho	321	01/01/2003"
"2004	Goiás	Junho	422	01/01/2004"
"2005	Goiás	Junho	189	01/01/2005"
"2006	Goiás	Junho	70	01/01/2006"
"2007	Goiás	Junho	186	01/01/2007"
"2008	Goiás	Junho	55	01/01/2008"
"2009	Goiás	Junho	179	01/01/2009"
"2010	Goiás	Junho	278	01/01/2010"
"2011	Goiás	Junho	314	01/01/2011"
"2012	Goiás	Junho	245	01/01/2012"
"2013	Goiás	Junho	192	01/01/2013"
"2014	Goiás	Junho	318	01/01/2014"
"2015	Goiás	Junho	277	01/01/2015"
"2016	Goiás	Junho	289	01/01/2016"
"2017	Goiás	Junho	442	01/01/2017"
"1998	Goiás	Julho	512	01/01/1998"
"1999	Goiás	Julho	311	01/01/1999"
"2000	Goiás	Julho	332	01/01/2000"
"2001	Goiás	Julho	371	01/01/2001"
"2002	Goiás	Julho	686	01/01/2002"
"2003	Goiás	Julho	322	01/01/2003"
"2004	Goiás	Julho	778	01/01/2004"
"2005	Goiás	Julho	363	01/01/2005"
"2006	Goiás	Julho	169	01/01/2006"
"2007	Goiás	Julho	399	01/01/2007"
"2008	Goiás	Julho	193	01/01/2008"
"2009	Goiás	Julho	470	01/01/2009"
"2010	Goiás	Julho	941	01/01/2010"
"2011	Goiás	Julho	607	01/01/2011"
"2012	Goiás	Julho	564	01/01/2012"
"2013	Goiás	Julho	350	01/01/2013"
"2014	Goiás	Julho	446	01/01/2014"
"2015	Goiás	Julho	347	01/01/2015"
"2016	Goiás	Julho	837	01/01/2016"
"2017	Goiás	Julho	577	01/01/2017"
"1998	Goiás	Agosto	2.218	01/01/1998"
"1999	Goiás	Agosto	1.198	01/01/1999"
"2000	Goiás	Agosto	925	01/01/2000"
"2001	Goiás	Agosto	787	01/01/2001"
"2002	Goiás	Agosto	1.428	01/01/2002"
"2003	Goiás	Agosto	902	01/01/2003"
"2004	Goiás	Agosto	1.498	01/01/2004"
"2005	Goiás	Agosto	639	01/01/2005"
"2006	Goiás	Agosto	588	01/01/2006"
"2007	Goiás	Agosto	2.382	01/01/2007"
"2008	Goiás	Agosto	568	01/01/2008"
"2009	Goiás	Agosto	647	01/01/2009"
"2010	Goiás	Agosto	2.914	01/01/2010"
"2011	Goiás	Agosto	1.613	01/01/2011"
"2012	Goiás	Agosto	912	01/01/2012"
"2013	Goiás	Agosto	488	01/01/2013"
"2014	Goiás	Agosto	1.255	01/01/2014"
"2015	Goiás	Agosto	943	01/01/2015"
"2016	Goiás	Agosto	1.032	01/01/2016"
"2017	Goiás	Agosto	1.492	01/01/2017"
"1998	Goiás	Setembro	2.867	01/01/1998"
"1999	Goiás	Setembro	1.898	01/01/1999"
"2000	Goiás	Setembro	1.293	01/01/2000"
"2001	Goiás	Setembro	1.863	01/01/2001"
"2002	Goiás	Setembro	3.520	01/01/2002"
"2003	Goiás	Setembro	1.662	01/01/2003"
"2004	Goiás	Setembro	2.965	01/01/2004"
"2005	Goiás	Setembro	1.341	01/01/2005"
"2006	Goiás	Setembro	1.463	01/01/2006"
"2007	Goiás	Setembro	3.745	01/01/2007"
"2008	Goiás	Setembro	1.255	01/01/2008"
"2009	Goiás	Setembro	685	01/01/2009"
"2010	Goiás	Setembro	5.075	01/01/2010"
"2011	Goiás	Setembro	2.259	01/01/2011"
"2012	Goiás	Setembro	2.452	01/01/2012"
"2013	Goiás	Setembro	684	01/01/2013"
"2014	Goiás	Setembro	1.687	01/01/2014"
"2015	Goiás	Setembro	2.296	01/01/2015"
"2016	Goiás	Setembro	1.703	01/01/2016"
"2017	Goiás	Setembro	3.238	01/01/2017"
"1998	Goiás	Outubro	1.034	01/01/1998"
"1999	Goiás	Outubro	743	01/01/1999"
"2000	Goiás	Outubro	905	01/01/2000"
"2001	Goiás	Outubro	479	01/01/2001"
"2002	Goiás	Outubro	1.367	01/01/2002"
"2003	Goiás	Outubro	1.183	01/01/2003"
"2004	Goiás	Outubro	1.275	01/01/2004"
"2005	Goiás	Outubro	1.717	01/01/2005"
"2006	Goiás	Outubro	178	01/01/2006"
"2007	Goiás	Outubro	1.195	01/01/2007"
"2008	Goiás	Outubro	1.231	01/01/2008"
"2009	Goiás	Outubro	367	01/01/2009"
"2010	Goiás	Outubro	1.227	01/01/2010"
"2011	Goiás	Outubro	476	01/01/2011"
"2012	Goiás	Outubro	1.524	01/01/2012"
"2013	Goiás	Outubro	606	01/01/2013"
"2014	Goiás	Outubro	1.947	01/01/2014"
"2015	Goiás	Outubro	1.807	01/01/2015"
"2016	Goiás	Outubro	522	01/01/2016"
"2017	Goiás	Outubro	2.401	01/01/2017"
"1998	Goiás	Novembro	47	01/01/1998"
"1999	Goiás	Novembro	110	01/01/1999"
"2000	Goiás	Novembro	26	01/01/2000"
"2001	Goiás	Novembro	15	01/01/2001"
"2002	Goiás	Novembro	192	01/01/2002"
"2003	Goiás	Novembro	168	01/01/2003"
"2004	Goiás	Novembro	291	01/01/2004"
"2005	Goiás	Novembro	144	01/01/2005"
"2006	Goiás	Novembro	91	01/01/2006"
"2007	Goiás	Novembro	79	01/01/2007"
"2008	Goiás	Novembro	90	01/01/2008"
"2009	Goiás	Novembro	89	01/01/2009"
"2010	Goiás	Novembro	67	01/01/2010"
"2011	Goiás	Novembro	59	01/01/2011"
"2012	Goiás	Novembro	57	01/01/2012"
"2013	Goiás	Novembro	183	01/01/2013"
"2014	Goiás	Novembro	181	01/01/2014"
"2015	Goiás	Novembro	547	01/01/2015"
"2016	Goiás	Novembro	123	01/01/2016"
"2017	Goiás	Novembro	117	01/01/2017"
"1998	Goiás	Dezembro	13	01/01/1998"
"1999	Goiás	Dezembro	20	01/01/1999"
"2000	Goiás	Dezembro	6	01/01/2000"
"2001	Goiás	Dezembro	18	01/01/2001"
"2002	Goiás	Dezembro	115	01/01/2002"
"2003	Goiás	Dezembro	129	01/01/2003"
"2004	Goiás	Dezembro	56	01/01/2004"
"2005	Goiás	Dezembro	5	01/01/2005"
"2006	Goiás	Dezembro	7	01/01/2006"
"2007	Goiás	Dezembro	16	01/01/2007"
"2008	Goiás	Dezembro	6	01/01/2008"
"2009	Goiás	Dezembro	39	01/01/2009"
"2010	Goiás	Dezembro	48	01/01/2010"
"2011	Goiás	Dezembro	39	01/01/2011"
"2012	Goiás	Dezembro	93	01/01/2012"
"2013	Goiás	Dezembro	86	01/01/2013"
"2014	Goiás	Dezembro	68	01/01/2014"
"2015	Goiás	Dezembro	179	01/01/2015"
"2016	Goiás	Dezembro	64	01/01/2016"
"1998	Maranhão	Janeiro	0	01/01/1998"
"1999	Maranhão	Janeiro	54	01/01/1999"
"2000	Maranhão	Janeiro	19	01/01/2000"
"2001	Maranhão	Janeiro	29	01/01/2001"
"2002	Maranhão	Janeiro	48	01/01/2002"
"2003	Maranhão	Janeiro	436	01/01/2003"
"2004	Maranhão	Janeiro	241	01/01/2004"
"2005	Maranhão	Janeiro	450	01/01/2005"
"2006	Maranhão	Janeiro	221	01/01/2006"
"2007	Maranhão	Janeiro	428	01/01/2007"
"2008	Maranhão	Janeiro	121	01/01/2008"
"2009	Maranhão	Janeiro	240	01/01/2009"
"2010	Maranhão	Janeiro	319	01/01/2010"
"2011	Maranhão	Janeiro	124	01/01/2011"
"2012	Maranhão	Janeiro	326	01/01/2012"
"2013	Maranhão	Janeiro	209	01/01/2013"
"2014	Maranhão	Janeiro	195	01/01/2014"
"2015	Maranhão	Janeiro	494	01/01/2015"
"2016	Maranhão	Janeiro	412	01/01/2016"
"2017	Maranhão	Janeiro	187	01/01/2017"
"1998	Maranhão	Fevereiro	0	01/01/1998"
"1999	Maranhão	Fevereiro	6	01/01/1999"
"2000	Maranhão	Fevereiro	11	01/01/2000"
"2001	Maranhão	Fevereiro	1	01/01/2001"
"2002	Maranhão	Fevereiro	116	01/01/2002"
"2003	Maranhão	Fevereiro	11	01/01/2003"
"2004	Maranhão	Fevereiro	22	01/01/2004"
"2005	Maranhão	Fevereiro	56	01/01/2005"
"2006	Maranhão	Fevereiro	22	01/01/2006"
"2007	Maranhão	Fevereiro	13	01/01/2007"
"2008	Maranhão	Fevereiro	45	01/01/2008"
"2009	Maranhão	Fevereiro	20	01/01/2009"
"2010	Maranhão	Fevereiro	93	01/01/2010"
"2011	Maranhão	Fevereiro	9	01/01/2011"
"2012	Maranhão	Fevereiro	46	01/01/2012"
"2013	Maranhão	Fevereiro	62	01/01/2013"
"2014	Maranhão	Fevereiro	29	01/01/2014"
"2015	Maranhão	Fevereiro	95	01/01/2015"
"2016	Maranhão	Fevereiro	318	01/01/2016"
"2017	Maranhão	Fevereiro	47	01/01/2017"
"1998	Maranhão	Março	0	01/01/1998"
"1999	Maranhão	Março	17	01/01/1999"
"2000	Maranhão	Março	6	01/01/2000"
"2001	Maranhão	Março	0	01/01/2001"
"2002	Maranhão	Março	16	01/01/2002"
"2003	Maranhão	Março	16	01/01/2003"
"2004	Maranhão	Março	18	01/01/2004"
"2005	Maranhão	Março	9	01/01/2005"
"2006	Maranhão	Março	14	01/01/2006"
"2007	Maranhão	Março	52	01/01/2007"
"2008	Maranhão	Março	4	01/01/2008"
"2009	Maranhão	Março	33	01/01/2009"
"2010	Maranhão	Março	82	01/01/2010"
"2011	Maranhão	Março	22	01/01/2011"
"2012	Maranhão	Março	49	01/01/2012"
"2013	Maranhão	Março	30	01/01/2013"
"2014	Maranhão	Março	59	01/01/2014"
"2015	Maranhão	Março	53	01/01/2015"
"2016	Maranhão	Março	113	01/01/2016"
"2017	Maranhão	Março	32	01/01/2017"
"1998	Maranhão	Abril	0	01/01/1998"
"1999	Maranhão	Abril	4	01/01/1999"
"2000	Maranhão	Abril	6	01/01/2000"
"2001	Maranhão	Abril	2	01/01/2001"
"2002	Maranhão	Abril	28	01/01/2002"
"2003	Maranhão	Abril	79	01/01/2003"
"2004	Maranhão	Abril	44	01/01/2004"
"2005	Maranhão	Abril	43	01/01/2005"
"2006	Maranhão	Abril	9	01/01/2006"
"2007	Maranhão	Abril	5	01/01/2007"
"2008	Maranhão	Abril	26	01/01/2008"
"2009	Maranhão	Abril	14	01/01/2009"
"2010	Maranhão	Abril	128	01/01/2010"
"2011	Maranhão	Abril	37	01/01/2011"
"2012	Maranhão	Abril	97	01/01/2012"
"2013	Maranhão	Abril	62	01/01/2013"
"2014	Maranhão	Abril	78	01/01/2014"
"2015	Maranhão	Abril	119	01/01/2015"
"2016	Maranhão	Abril	113	01/01/2016"
"2017	Maranhão	Abril	91	01/01/2017"
"1998	Maranhão	Maio	0	01/01/1998"
"1999	Maranhão	Maio	3	01/01/1999"
"2000	Maranhão	Maio	28	01/01/2000"
"2001	Maranhão	Maio	21	01/01/2001"
"2002	Maranhão	Maio	71	01/01/2002"
"2003	Maranhão	Maio	60	01/01/2003"
"2004	Maranhão	Maio	145	01/01/2004"
"2005	Maranhão	Maio	74	01/01/2005"
"2006	Maranhão	Maio	5	01/01/2006"
"2007	Maranhão	Maio	73	01/01/2007"
"2008	Maranhão	Maio	26	01/01/2008"
"2009	Maranhão	Maio	19	01/01/2009"
"2010	Maranhão	Maio	273	01/01/2010"
"2011	Maranhão	Maio	73	01/01/2011"
"2012	Maranhão	Maio	286	01/01/2012"
"2013	Maranhão	Maio	100	01/01/2013"
"2014	Maranhão	Maio	148	01/01/2014"
"2015	Maranhão	Maio	194	01/01/2015"
"2016	Maranhão	Maio	206	01/01/2016"
"2017	Maranhão	Maio	142	01/01/2017"
"1998	Maranhão	Junho	78	01/01/1998"
"1999	Maranhão	Junho	32	01/01/1999"
"2000	Maranhão	Junho	94	01/01/2000"
"2001	Maranhão	Junho	100	01/01/2001"
"2002	Maranhão	Junho	230	01/01/2002"
"2003	Maranhão	Junho	338	01/01/2003"
"2004	Maranhão	Junho	706	01/01/2004"
"2005	Maranhão	Junho	529	01/01/2005"
"2006	Maranhão	Junho	131	01/01/2006"
"2007	Maranhão	Junho	515	01/01/2007"
"2008	Maranhão	Junho	235	01/01/2008"
"2009	Maranhão	Junho	279	01/01/2009"
"2010	Maranhão	Junho	494	01/01/2010"
"2011	Maranhão	Junho	602	01/01/2011"
"2012	Maranhão	Junho	915	01/01/2012"
"2013	Maranhão	Junho	498	01/01/2013"
"2014	Maranhão	Junho	812	01/01/2014"
"2015	Maranhão	Junho	887	01/01/2015"
"2016	Maranhão	Junho	709	01/01/2016"
"2017	Maranhão	Junho	885	01/01/2017"
"1998	Maranhão	Julho	274	01/01/1998"
"1999	Maranhão	Julho	258	01/01/1999"
"2000	Maranhão	Julho	233	01/01/2000"
"2001	Maranhão	Julho	549	01/01/2001"
"2002	Maranhão	Julho	1.271	01/01/2002"
"2003	Maranhão	Julho	1.103	01/01/2003"
"2004	Maranhão	Julho	1.366	01/01/2004"
"2005	Maranhão	Julho	1.152	01/01/2005"
"2006	Maranhão	Julho	512	01/01/2006"
"2007	Maranhão	Julho	1.205	01/01/2007"
"2008	Maranhão	Julho	502	01/01/2008"
"2009	Maranhão	Julho	972	01/01/2009"
"2010	Maranhão	Julho	2.323	01/01/2010"
"2011	Maranhão	Julho	1.024	01/01/2011"
"2012	Maranhão	Julho	3.548	01/01/2012"
"2013	Maranhão	Julho	1.111	01/01/2013"
"2014	Maranhão	Julho	2.068	01/01/2014"
"2015	Maranhão	Julho	1.642	01/01/2015"
"2016	Maranhão	Julho	2.096	01/01/2016"
"2017	Maranhão	Julho	2.521	01/01/2017"
"1998	Maranhão	Agosto	1.176	01/01/1998"
"1999	Maranhão	Agosto	895	01/01/1999"
"2000	Maranhão	Agosto	839	01/01/2000"
"2001	Maranhão	Agosto	2.037	01/01/2001"
"2002	Maranhão	Agosto	3.481	01/01/2002"
"2003	Maranhão	Agosto	2.023	01/01/2003"
"2004	Maranhão	Agosto	1.889	01/01/2004"
"2005	Maranhão	Agosto	2.239	01/01/2005"
"2006	Maranhão	Agosto	1.382	01/01/2006"
"2007	Maranhão	Agosto	8.409	01/01/2007"
"2008	Maranhão	Agosto	713	01/01/2008"
"2009	Maranhão	Agosto	1.766	01/01/2009"
"2010	Maranhão	Agosto	6.353	01/01/2010"
"2011	Maranhão	Agosto	2.138	01/01/2011"
"2012	Maranhão	Agosto	10.395	01/01/2012"
"2013	Maranhão	Agosto	2.098	01/01/2013"
"2014	Maranhão	Agosto	5.592	01/01/2014"
"2015	Maranhão	Agosto	5.428	01/01/2015"
"2016	Maranhão	Agosto	3.723	01/01/2016"
"2017	Maranhão	Agosto	3.875	01/01/2017"
"1998	Maranhão	Setembro	3.935	01/01/1998"
"1999	Maranhão	Setembro	1.739	01/01/1999"
"2000	Maranhão	Setembro	1.365	01/01/2000"
"2001	Maranhão	Setembro	4.618	01/01/2001"
"2002	Maranhão	Setembro	3.181	01/01/2002"
"2003	Maranhão	Setembro	5.878	01/01/2003"
"2004	Maranhão	Setembro	4.673	01/01/2004"
"2005	Maranhão	Setembro	6.292	01/01/2005"
"2006	Maranhão	Setembro	2.907	01/01/2006"
"2007	Maranhão	Setembro	8.524	01/01/2007"
"2008	Maranhão	Setembro	2.761	01/01/2008"
"2009	Maranhão	Setembro	2.404	01/01/2009"
"2010	Maranhão	Setembro	9.795	01/01/2010"
"2011	Maranhão	Setembro	4.632	01/01/2011"
"2012	Maranhão	Setembro	7.626	01/01/2012"
"2013	Maranhão	Setembro	3.880	01/01/2013"
"2014	Maranhão	Setembro	4.373	01/01/2014"
"2015	Maranhão	Setembro	6.423	01/01/2015"
"2016	Maranhão	Setembro	3.166	01/01/2016"
"2017	Maranhão	Setembro	14.825	01/01/2017"
"1998	Maranhão	Outubro	5.137	01/01/1998"
"1999	Maranhão	Outubro	3.208	01/01/1999"
"2000	Maranhão	Outubro	2.654	01/01/2000"
"2001	Maranhão	Outubro	6.661	01/01/2001"
"2002	Maranhão	Outubro	5.182	01/01/2002"
"2003	Maranhão	Outubro	6.085	01/01/2003"
"2004	Maranhão	Outubro	3.604	01/01/2004"
"2005	Maranhão	Outubro	6.472	01/01/2005"
"2006	Maranhão	Outubro	3.024	01/01/2006"
"2007	Maranhão	Outubro	4.772	01/01/2007"
"2008	Maranhão	Outubro	3.498	01/01/2008"
"2009	Maranhão	Outubro	1.861	01/01/2009"
"2010	Maranhão	Outubro	3.228	01/01/2010"
"2011	Maranhão	Outubro	2.404	01/01/2011"
"2012	Maranhão	Outubro	5.000	01/01/2012"
"2013	Maranhão	Outubro	2.918	01/01/2013"
"2014	Maranhão	Outubro	5.812	01/01/2014"
"2015	Maranhão	Outubro	6.746	01/01/2015"
"2016	Maranhão	Outubro	5.351	01/01/2016"
"2017	Maranhão	Outubro	6.011	01/01/2017"
"1998	Maranhão	Novembro	2.237	01/01/1998"
"1999	Maranhão	Novembro	1.494	01/01/1999"
"2000	Maranhão	Novembro	2.267	01/01/2000"
"2001	Maranhão	Novembro	3.525	01/01/2001"
"2002	Maranhão	Novembro	5.830	01/01/2002"
"2003	Maranhão	Novembro	4.929	01/01/2003"
"2004	Maranhão	Novembro	6.398	01/01/2004"
"2005	Maranhão	Novembro	4.769	01/01/2005"
"2006	Maranhão	Novembro	2.004	01/01/2006"
"2007	Maranhão	Novembro	2.297	01/01/2007"
"2008	Maranhão	Novembro	2.331	01/01/2008"
"2009	Maranhão	Novembro	5.000	01/01/2009"
"2010	Maranhão	Novembro	4.005	01/01/2010"
"2011	Maranhão	Novembro	2.261	01/01/2011"
"2012	Maranhão	Novembro	2.010	01/01/2012"
"2013	Maranhão	Novembro	2.529	01/01/2013"
"2014	Maranhão	Novembro	3.869	01/01/2014"
"2015	Maranhão	Novembro	4.350	01/01/2015"
